"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 09 13:04:58 GMT 2022","Tue Aug 09 13:04:58 GMT 2022","36","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"passed","Tue Aug 09 13:03:04 GMT 2022","Tue Aug 09 13:03:19 GMT 2022","15220","tests.end2end.transactions","test_padded_fields","TestPaddedFields","","","Transaction API Padded Fields",""
"passed","Tue Aug 09 13:03:50 GMT 2022","Tue Aug 09 13:04:06 GMT 2022","15432","tests.end2end.transactions","test_padded_fields","TestPaddedFields","","","Transaction API Padded Fields",""
"passed","Tue Aug 09 13:00:56 GMT 2022","Tue Aug 09 13:01:28 GMT 2022","32591","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Reponse Approval Status",""
"skipped","Tue Aug 09 13:04:56 GMT 2022","Tue Aug 09 13:04:56 GMT 2022","0","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"passed","Tue Aug 09 13:04:56 GMT 2022","Tue Aug 09 13:04:56 GMT 2022","641","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"passed","Tue Aug 09 12:56:00 GMT 2022","Tue Aug 09 12:56:22 GMT 2022","22395","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"skipped","Tue Aug 09 13:04:58 GMT 2022","Tue Aug 09 13:04:58 GMT 2022","0","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"passed","Tue Aug 09 12:56:22 GMT 2022","Tue Aug 09 12:56:44 GMT 2022","21888","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"passed","Tue Aug 09 13:04:55 GMT 2022","Tue Aug 09 13:04:56 GMT 2022","647","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"passed","Tue Aug 09 12:54:32 GMT 2022","Tue Aug 09 12:54:54 GMT 2022","22256","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"passed","Tue Aug 09 12:58:45 GMT 2022","Tue Aug 09 12:59:17 GMT 2022","32576","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Reponse Approval Status",""
"passed","Tue Aug 09 13:08:54 GMT 2022","Tue Aug 09 13:08:55 GMT 2022","978","tests.end2end.transactions.test_send_for_review","test_s4r_error_txn","TestSendForReviewErrored","","","Send for Review - Error (No)","
        Transactions that are errored (code 500)
        Expectation SendForReview should match settings configured in account settings
        Setting Send for Review set to (No)
        Expectation sendforreview = 0
        "
"passed","Tue Aug 09 13:04:06 GMT 2022","Tue Aug 09 13:04:21 GMT 2022","15711","tests.end2end.transactions","test_padded_fields","TestPaddedFields","","","Transaction API Padded Fields",""
"passed","Tue Aug 09 12:57:06 GMT 2022","Tue Aug 09 12:57:28 GMT 2022","21966","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"skipped","Tue Aug 09 13:04:56 GMT 2022","Tue Aug 09 13:04:56 GMT 2022","0","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"passed","Tue Aug 09 13:02:48 GMT 2022","Tue Aug 09 13:03:04 GMT 2022","15642","tests.end2end.transactions","test_padded_fields","TestPaddedFields","","","Transaction API Padded Fields",""
"passed","Tue Aug 09 12:58:12 GMT 2022","Tue Aug 09 12:58:45 GMT 2022","32387","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Reponse Approval Status",""
"passed","Tue Aug 09 13:04:54 GMT 2022","Tue Aug 09 13:04:54 GMT 2022","643","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"passed","Tue Aug 09 12:54:54 GMT 2022","Tue Aug 09 12:55:16 GMT 2022","21680","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"passed","Tue Aug 09 13:04:58 GMT 2022","Tue Aug 09 13:04:58 GMT 2022","31","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"passed","Tue Aug 09 13:08:17 GMT 2022","Tue Aug 09 13:08:28 GMT 2022","11159","tests.end2end.transactions.test_send_for_review","test_s4r_blocked_txn","TestSendForReviewBlocked","","","Send for Review - Blocked Transaction (Default, not including blocked)","
        Transactions that are declined (blocked) via smart rules
        Account Settings - Include blocked not selected
        Expectation SendForReview should be 0
        "
"passed","Tue Aug 09 13:04:58 GMT 2022","Tue Aug 09 13:04:58 GMT 2022","42","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"skipped","Tue Aug 09 13:04:56 GMT 2022","Tue Aug 09 13:04:56 GMT 2022","0","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"passed","Tue Aug 09 12:57:28 GMT 2022","Tue Aug 09 12:57:50 GMT 2022","21970","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"passed","Tue Aug 09 13:01:28 GMT 2022","Tue Aug 09 13:02:12 GMT 2022","43857","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Override",""
