"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 10 03:18:50 GMT 2022","Wed Aug 10 03:18:58 GMT 2022","8014","tests.ui.transaction_logs","test_search_by","TestTxnUISearchBy","","","test_search_by_text[chrome-Last name]",""
"passed","Wed Aug 10 03:16:40 GMT 2022","Wed Aug 10 03:16:49 GMT 2022","8966","tests.ui.transaction_logs","test_columns","TestTxnUIColumns","","","test_incolumn_filters[chrome-IP]",""
"passed","Wed Aug 10 03:15:49 GMT 2022","Wed Aug 10 03:15:55 GMT 2022","5776","tests.ui.transaction_logs","test_columns","TestTxnUIColumns","","","test_incolumn_filters[chrome-Txn ID]",""
"passed","Wed Aug 10 03:14:38 GMT 2022","Wed Aug 10 03:14:53 GMT 2022","14306","tests.ui.rules_console","test_transaction","TestTransaction","","","test_send_transaction[chrome]",""
"passed","Wed Aug 10 03:15:03 GMT 2022","Wed Aug 10 03:15:05 GMT 2022","1936","tests.ui.transaction_logs","test_columns","TestTxnUIColumns","","","test_toggle_columns[chrome-Score]",""
"passed","Wed Aug 10 03:14:57 GMT 2022","Wed Aug 10 03:14:59 GMT 2022","1740","tests.ui.transaction_logs","test_columns","TestTxnUIColumns","","","test_toggle_columns[chrome-Date (local)]",""
"passed","Wed Aug 10 03:18:42 GMT 2022","Wed Aug 10 03:18:50 GMT 2022","8082","tests.ui.transaction_logs","test_search_by","TestTxnUISearchBy","","","test_search_by_text[chrome-First name]",""
"broken","Wed Aug 10 03:19:30 GMT 2022","Wed Aug 10 03:19:37 GMT 2022","7128","tests.ui.transaction_logs","test_search_by","TestTxnUISearchBy","","","test_search_by_text[chrome-Email]",""
"passed","Wed Aug 10 03:15:11 GMT 2022","Wed Aug 10 03:15:13 GMT 2022","2130","tests.ui.transaction_logs","test_columns","TestTxnUIColumns","","","test_toggle_columns[chrome-Merchant ID]",""
"passed","Wed Aug 10 03:18:18 GMT 2022","Wed Aug 10 03:18:18 GMT 2022","0","tests.ui.transaction_logs","test_search_by","TestTxnUISearchBy","","","test_search_by_score[chrome]",""
"passed","Wed Aug 10 03:19:06 GMT 2022","Wed Aug 10 03:19:14 GMT 2022","8321","tests.ui.transaction_logs","test_search_by","TestTxnUISearchBy","","","test_search_by_text[chrome-IP]",""
