"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 21 07:04:41 GMT 2022","Thu Jul 21 07:04:52 GMT 2022","11320","tests.end2end.transactions.test_send_for_review","test_s4r_blocked_txn","TestSendForReviewBlocked","","","Send for Review - Blocked Transaction (Include Blocked)","
        Transactions that are declined (blocked) via smart rules
        Account Settings - Include blocked IS selected
        Expectation SendForReview should be 1
        "
"broken","Thu Jul 21 07:01:01 GMT 2022","Thu Jul 21 07:01:01 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Reponse Approval Status",""
"passed","Thu Jul 21 07:02:14 GMT 2022","Thu Jul 21 07:02:25 GMT 2022","10543","tests.end2end.transactions.test_send_for_auth","test_s4a_scored_txn","TestSendForAuthScored","","","Send for Auth - Low Risk Transaction","
        Transactions that are scored BELOW risk threshold
        Expectation SendForAuth should be 1
        "
"broken","Thu Jul 21 07:01:00 GMT 2022","Thu Jul 21 07:01:00 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Reponse Approval Status",""
"broken","Thu Jul 21 07:01:01 GMT 2022","Thu Jul 21 07:01:01 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Override",""
"failed","Thu Jul 21 07:01:09 GMT 2022","Thu Jul 21 07:01:09 GMT 2022","48","tests.end2end.transactions","test_padded_fields","TestPaddedFields","","","Transaction API Padded Fields",""
"failed","Thu Jul 21 07:01:12 GMT 2022","Thu Jul 21 07:01:12 GMT 2022","51","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"failed","Thu Jul 21 07:01:12 GMT 2022","Thu Jul 21 07:01:12 GMT 2022","40","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"passed","Thu Jul 21 07:06:00 GMT 2022","Thu Jul 21 07:06:10 GMT 2022","9804","tests.end2end.transactions.test_send_for_review","test_s4r_viplist_txn","TestSendForReviewVIPlist","","","Send for Review - VIPlisted (include viplisted)","
        Test transactions that are VIPListed
        Account settings 'include VIPlisted transactions' selected
        Expected sendforreview should be 1
        "
"skipped","Thu Jul 21 07:01:12 GMT 2022","Thu Jul 21 07:01:12 GMT 2022","0","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"skipped","Thu Jul 21 07:01:12 GMT 2022","Thu Jul 21 07:01:12 GMT 2022","0","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"failed","Thu Jul 21 07:01:07 GMT 2022","Thu Jul 21 07:01:07 GMT 2022","47","tests.end2end.transactions","test_padded_fields","TestPaddedFields","","","Transaction API Padded Fields",""
"passed","Thu Jul 21 07:01:48 GMT 2022","Thu Jul 21 07:01:58 GMT 2022","9747","tests.end2end.transactions.test_send_for_auth","test_s4a_blocked_txn","TestSendForAuthBlocked","","","Send for Auth - Blocked Transaction","
        Transactions that are declined (blocked) via smart rules
        Expectation SendForAuth should be 0
        "
"skipped","Thu Jul 21 07:01:11 GMT 2022","Thu Jul 21 07:01:11 GMT 2022","0","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"failed","Thu Jul 21 07:01:11 GMT 2022","Thu Jul 21 07:01:11 GMT 2022","189","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"broken","Thu Jul 21 07:00:57 GMT 2022","Thu Jul 21 07:00:57 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"failed","Thu Jul 21 07:01:07 GMT 2022","Thu Jul 21 07:01:07 GMT 2022","63","tests.end2end.transactions","test_padded_fields","TestPaddedFields","","","Transaction API Padded Fields",""
"skipped","Thu Jul 21 07:01:11 GMT 2022","Thu Jul 21 07:01:11 GMT 2022","0","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields",""
"broken","Thu Jul 21 07:01:00 GMT 2022","Thu Jul 21 07:01:00 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Reponse Approval Status",""
"failed","Thu Jul 21 07:01:09 GMT 2022","Thu Jul 21 07:01:09 GMT 2022","52","tests.end2end.transactions","test_padded_fields","TestPaddedFields","","","Transaction API Padded Fields",""
"broken","Thu Jul 21 07:00:57 GMT 2022","Thu Jul 21 07:00:57 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"passed","Thu Jul 21 07:01:16 GMT 2022","Thu Jul 21 07:01:35 GMT 2022","18984","tests.end2end.transactions.test_send_for_auth","test_s4a_allowed_txn","TestSendForAuthAllowed","","","Send for Auth - Passthrough and Scored Transaction","
        Transactions that hit both an allow to passthrough smart rule
        and a scored high risk smart rule
        "
"broken","Thu Jul 21 07:00:59 GMT 2022","Thu Jul 21 07:00:59 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
"broken","Thu Jul 21 07:00:59 GMT 2022","Thu Jul 21 07:00:59 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Reponse Approval Status",""
"broken","Thu Jul 21 07:00:59 GMT 2022","Thu Jul 21 07:00:59 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Reponse Approval Status",""
"failed","Thu Jul 21 07:01:12 GMT 2022","Thu Jul 21 07:01:12 GMT 2022","52","tests.end2end.transactions","test_required_fields","TestTxnAPIRequiredFields","","","Test Transaction API Required Fields Error Message",""
"broken","Thu Jul 21 07:00:58 GMT 2022","Thu Jul 21 07:00:58 GMT 2022","0","tests.end2end.transactions","test_issuer_response","TestIssuerReponse","","","Issuer Response Channels",""
